YORF	NAME	PROCESS	FUNCTION	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
YJR079W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01163	-0.01275	0.01013	0.01157	0.00182	-0.00187	-0.01298	0.00467	0.01555	-0.01046	0.0054	0.0024	-0.00711	-0.00923	0.00127	0.0024	0.00969	0.00834
YJR086W	STE18	signal_transduction_of_mating_signal_(sensu_Saccharomyces)_	"heterotrimeric_G-protein_GTPase,_gamma_subunit_"	None	None	-0.01152	-0.01714	-0.00038	0.01616	-0.01234	-0.00123	0.00804	-0.00637	0.00916	0.00011	0.0001	0	-0.01756	-0.0128	-0.0006	0.01923	-0.01292	0.007
YJR087W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00635	-0.00817	0.00504	0.00791	-0.01494	-0.00297	-0.00094	0.01303	0.00919	-0.01644	-0.01067	-0.01019	0.00586	-0.00202	0.00208	-0.01834	-0.00334	-0.0062
YJR088C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00971	-0.01271	0.0008	0.01031	-0.00558	-0.00213	0.00178	0.01364	0.01511	-0.01031	0.0071	-0.00371	-0.00247	0.00357	-0.00146	-0.00238	0.00614	0.00568
YJR090C	GRR1	ubiquitin-dependent_protein_degradation*_	ubiquitin--protein_ligase*_	None	None	-0.00843	-0.00701	-0.01014	0.00113	-0.00292	0.00046	-0.00034	-0.00327	-0.01058	-0.00319	-0.0018	-0.0215	-0.01033	0.00421	-0.02352	0.00679	0.00363	-0.01403
YJR091C	JSN1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01017	-0.00999	-0.0041	0.00653	0.00175	-0.00119	-0.00549	-0.01201	-0.00138	-0.00303	-0.01153	-0.02547	0.01108	0.01026	0.00671	-0.01092	-0.00008	-0.00033
YJR093C	FIP1	mRNA_polyadenylation_	molecular_function_unknown_	None	None	-0.0106	-0.0114	-0.0184	0.00025	-0.00859	-0.0053	0.00297	0.00282	-0.00193	-0.0016	-0.00827	-0.00795	0.00531	0.00526	0.00482	-0.00336	0.00644	-0.00021
YJR098C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01826	-0.01702	-0.00167	0.00391	-0.01385	-0.0022	-0.01135	-0.02214	-0.01206	0.01811	0.01556	-0.02784	-0.00814	-0.00177	-0.02154	0.0027	0.01137	0.00797
YJR099W	YUH1	deubiquitylation_	ubiquitin-specific_protease_	None	None	-0.00838	-0.00486	-0.01794	-0.01144	0.00668	0.00328	-0.00033	0.00509	-0.00283	-0.00371	-0.00629	-0.002	0.00487	-0.00947	0.00638	-0.00316	0.00422	-0.00692
YJR101W	RSM26	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00858	-0.00603	-0.01402	-0.02066	0.00129	0.01489	0.00339	0.00821	-0.01087	0.00288	-0.00774	-0.00539	0.0073	0.01152	0.00424	0.00946	-0.002	0.00025
YJR103W	URA8	biological_process_unknown_	CTP_synthase_	None	None	-0.0052	-0.00411	0.00922	-0.00385	0.00543	-0.00226	0.0163	-0.00638	0.00294	-0.00341	0.00554	0.01457	-0.0145	-0.00102	-0.00397	-0.01218	-0.01084	-0.02404
YJR104C	SOD1	biological_process_unknown_	superoxide_dismutase_	None	None	-0.01375	-0.01561	0.00832	-0.00097	0.0124	0.00479	0.01827	0.00578	0.03501	-0.02155	0.00183	0.00245	-0.00049	0.02834	-0.01112	-0.00701	-0.0155	0.00991
YJR105W	ADO1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.008	-0.00511	0.01459	-0.0099	0.01055	0.00465	0.01388	-0.0028	-0.00406	-0.01271	0.00653	0.01334	-0.01231	0.01333	0.00225	-0.01079	-0.01689	-0.01258
YJR107W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00421	-0.00456	0.01111	-0.0025	0.0098	0.00227	0.00722	-0.00755	0.00171	-0.00255	0.00616	0.00578	-0.00845	-0.01026	0.0087	-0.0099	-0.01941	-0.02544
YJR109C	CPA2	arginine_biosynthesis_	carbamoyl-phosphate_synthase_(glutamine-hydrolyzing)_	None	None	-0.01679	-0.03392	0.04685	0.02692	-0.00636	0.02485	-0.01181	-0.03594	0.04765	0.02286	-0.04827	0.01196	-0.01592	0.06741	0.01309	0.00635	-0.02761	-0.01628
YJR113C	RSM7	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00686	-0.00589	0.00741	-0.00722	0.00059	0.00256	-0.00353	0.00217	0.00142	-0.00792	0	0.00632	-0.01069	-0.00506	0.01868	-0.00675	-0.00495	-0.00748
YJR114W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00955	-0.00815	-0.00893	-0.00489	0.01095	-0.0022	-0.00907	-0.0104	0.0019	0.0139	0.01336	-0.01312	-0.00351	-0.00869	0.0033	-0.01444	0.00739	-0.00743
YJR116W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00938	-0.00905	-0.00639	-0.00886	0.01024	0.00482	0.00022	-0.01618	-0.01069	0.01106	0.01412	0.0089	0.00032	-0.01045	-0.00633	-0.0124	0.00972	-0.0007
YJR117W	STE24	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00864	-0.00384	-0.01739	-0.02379	0.00788	0.01126	-0.00675	-0.00285	0.00271	-0.00685	-0.01337	0.00324	0.00218	-0.00607	0.00043	-0.00368	0.00462	-0.0039
YJR118C	ILM1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00861	-0.01226	-0.01652	-0.00767	-0.00594	0.0136	-0.00336	0.00955	-0.00426	0.00503	0.00695	0.00167	0.01164	-0.0226	0.00928	-0.01447	0.0023	0.00556
YJR120W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00741	-0.00085	-0.00636	-0.01145	0.0002	0.0081	-0.01036	0.0059	-0.00009	-0.01561	-0.00785	-0.01488	-0.00886	0.02019	-0.01882	0.00407	0.00711	-0.01479
YJR121W	ATP2	ATP_synthesis_coupled_proton_transport_	hydrogen-transporting_two-sector_ATPase_	None	None	-0.01028	-0.00734	-0.00425	-0.01998	0.00839	0.00394	0.00396	-0.01474	0.00445	-0.01279	-0.01651	-0.01093	0.00886	-0.00595	0.00285	0.00653	0.00539	0.00006
YJR123W	RPS5	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01211	-0.00716	-0.01292	-0.02298	0.00122	0.01211	0.01331	0.00288	0.00041	-0.01847	0.00133	-0.00227	-0.00687	0.024	-0.01308	0.01367	-0.00031	-0.00163
YJR125C	ENT3	actin_filament_organization*_	cytoskeletal_adaptor_	None	None	-0.00925	-0.01073	-0.01861	-0.0043	-0.00268	0.00662	-0.00157	0.00238	0.00255	0.01248	-0.01789	-0.01557	0.00608	-0.0004	-0.00161	0.0059	-0.00377	-0.00251
YJR126C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0148	-0.01734	0.01912	0.00924	0.01026	-0.00542	0.00025	-0.01046	-0.00337	0.00797	0.01267	0.00785	-0.01258	0.00781	0.0012	0.00674	-0.001	0.01637
YJR127C	ZMS1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00458	-0.00439	0.01681	-0.01473	0.01725	0.00237	0.00925	0.00031	0.00089	-0.00629	-0.01045	0.00338	-0.00211	0.00156	0.00211	0.01492	-0.01257	-0.01866
YJR131W	MNS1	biological_process_unknown_	"mannosyl-oligosaccharide_1,2-alpha-mannosidase_"	None	None	-0.00722	-0.00537	0.01285	-0.00672	-0.00277	-0.00113	0.00648	0.00276	-0.00047	-0.00219	-0.00071	-0.00473	0.00112	0.00087	0.00742	-0.01171	0.00079	-0.00659
YJR133W	XPT1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00813	-0.00537	0.01005	-0.00921	0.00388	-0.00103	0.00375	0.00726	-0.00623	-0.0086	-0.00805	0.01022	-0.02106	0.0086	0.01161	0.00091	-0.00473	-0.0057
YJR134C	SGM1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01194	-0.01408	0.00454	-0.00208	0.00569	-0.01477	0.01016	-0.01245	0.02292	-0.02185	-0.00188	0.01275	-0.01333	0.01037	0.01365	0.00352	-0.01972	-0.00345
YJR137C	ECM17	cell_wall_organization_and_biogenesis*_	sulfite_reductase_(NADPH)_	S	None	-0.00276	-0.00277	0.01174	-0.01045	0.00207	-0.00968	0.01826	-0.00776	0.00917	-0.00695	0.00064	-0.02869	-0.02307	0.00476	0.03322	0.00423	0.00088	-0.02571
YJR139C	HOM6	biological_process_unknown_	5-amino-6-(5-phosphoribosylamino)uracil_reductase_	None	None	-0.0071	-0.00364	-0.03398	-0.02158	0.00744	0.01087	0.00415	0.01095	0.00504	-0.01158	-0.01926	-0.01117	-0.00236	-0.00896	0.00842	-0.00215	-0.00221	-0.01457
YJR143C	PMT4	O-linked_glycosylation_	dolichyl-phosphate-mannose--protein_mannosyltransferase_	None	None	-0.0076	-0.00527	-0.01319	-0.0337	-0.00146	0.00759	0.01139	-0.01299	0.01875	-0.01942	-0.00173	-0.02199	0.0041	-0.00758	0.00577	0.00005	-0.00108	-0.00036
YJR145C	RPS4A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01343	-0.00862	-0.01747	-0.01549	0.00267	0.0122	0.0041	-0.00037	-0.00788	-0.00917	-0.00134	0.00259	0.0021	0.03005	-0.00456	0.00288	-0.00483	-0.00288
YJR146W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00689	-0.00478	-0.01024	-0.01039	0.01228	0.00174	-0.00191	-0.00462	-0.00266	0.00854	0.02094	0.00558	0.0003	-0.01294	0.00028	-0.01006	-0.00915	-0.01522
YJR147W	HMS2	pseudohyphal_growth_	transcription_factor_	None	None	-0.00693	-0.00634	-0.00918	-0.01333	0.00604	0.00865	0.00669	-0.01088	-0.00538	0.00224	0.00433	-0.01397	0.0062	-0.00481	-0.00672	-0.01859	-0.01372	-0.00074
YJR148W	BAT2	biological_process_unknown_	branched-chain_amino_acid_aminotransferase_	G1	None	-0.00734	-0.00776	-0.01685	-0.00895	0.00379	-0.00839	-0.00685	0.01429	0.01934	0.00719	-0.00485	0.00393	-0.00234	-0.02741	0.0129	0.00193	0.01866	-0.01182
YJR149W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00735	-0.00778	-0.00725	-0.01649	-0.01165	0.00981	-0.02716	-0.00639	0.0045	0.02387	-0.04015	0.00795	-0.00464	0.01947	-0.01689	-0.00097	-0.00542	-0.01755
YJR151C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00615	-0.00776	0.02063	-0.0093	-0.00276	-0.00411	0.02389	-0.01257	-0.00377	-0.00708	-0.00821	-0.01108	-0.02112	-0.00142	-0.0041	0.02116	-0.00865	-0.00724
YJR161C	COS5	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0083	-0.00645	0.023	-0.03111	0.01806	0.01471	0.0207	-0.00881	0.00376	0.00392	-0.00242	0.01207	-0.01064	0.0123	0.00052	-0.01221	-0.00818	-0.00926
YJR162C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00979	-0.00706	-0.00607	-0.00451	0.01127	-0.00075	-0.01968	0.01054	0.00856	0.00094	0.00105	0.00402	0.0063	-0.00859	-0.00929	-0.01334	-0.00083	-0.00603
YKL001C	MET14	methionine_metabolism*_	adenylsulfate_kinase_	S	None	-0.00573	-0.00103	-0.04914	-0.03231	-0.00234	0.00585	-0.0307	0.02367	-0.01259	0.01662	-0.01242	-0.08192	-0.03137	-0.03293	0.15528	0.04943	-0.01752	-0.01736
YKL002W	DID4	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01081	-0.00524	-0.013	-0.00785	0.00888	-0.00309	-0.01093	-0.00126	0.0033	0.01122	0.00383	0.00381	-0.01265	-0.00946	0.00045	0.00252	-0.00693	-0.01462
YKL003C	MRP17	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.0099	-0.00643	-0.02161	-0.01596	-0.00588	0.01119	0.00299	0.02495	0.01428	0.00435	-0.00887	-0.0097	-0.00967	-0.0042	0.01915	-0.00045	-0.01899	0.00091
YKL004W	AUR1	sphingolipid_metabolism_	molecular_function_unknown_	S/G2	None	-0.0075	-0.00306	-0.03382	-0.01022	0.00118	-0.00829	-0.01744	0.00109	-0.00466	-0.01321	0.03146	0.0061	-0.01469	0.00756	0.01741	0.0213	0.00711	-0.03469
YKL006W	RPL14A	protein_biosynthesis_	structural_protein_of_ribosome*_	None	None	-0.01674	-0.01272	-0.01728	-0.02341	-0.00581	0.00967	0.03522	0.02181	0.02844	0.00145	0.00064	0.00336	0.0118	0.00449	-0.01849	0.00968	-0.00215	0.01899
YKL008C	LAC1	biological_process_unknown_	molecular_function_unknown_	S	None	-0.00736	-0.00724	-0.00311	-0.03075	-0.00098	0.01096	0.01804	-0.00544	0.02062	-0.01152	0.026	-0.00468	0.01831	-0.0312	0.00297	-0.02527	-0.00256	0.0087
YKL012W	PRP40	mRNA_splicing_	molecular_function_unknown_	None	None	-0.00556	-0.00461	0.01536	-0.00901	-0.00119	-0.0009	0.02021	-0.00679	0.00293	-0.00149	-0.00387	0.00117	-0.01321	0.00296	-0.00434	-0.00019	0	-0.01623
YKL013C	ARC19	cell_growth_and/or_maintenance_	structural_protein_	None	None	-0.00953	-0.00798	0.00215	0.00064	-0.00617	0.00654	0.00314	0.00943	-0.00069	-0.00991	-0.00682	0.01961	-0.00281	0.00097	0.0046	0.00534	-0.01091	0.00135
YKL014C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00457	-0.00315	0.0307	-0.0227	0.02492	0.00014	0.04371	0.00634	-0.0096	0.0087	0.01037	-0.00054	-0.01224	0.01546	0.01874	0.03897	0.00055	-0.02123
YKL024C	URA6	"nucleobase,_nucleoside,_nucleotide_and_nucleic_acid_metabolism_"	uridine_kinase_	None	None	-0.00774	-0.0068	-0.00876	-0.01038	0.01008	0.00429	0.02021	0.01382	0.02338	-0.00252	0.00574	-0.00413	0.00076	-0.0077	-0.00061	-0.007	0.00766	0.00135
YKL025C	PAN3	biological_process_unknown_	poly(A)-specific_ribonuclease_	None	None	-0.01248	-0.00815	-0.01476	-0.00769	0.00243	-0.00882	-0.00786	-0.00332	0.00354	0.00293	0.00518	-0.00313	-0.00312	-0.01127	-0.00601	-0.01205	-0.00529	-0.00508
YKL029C	MAE1	amino_acid_metabolism*_	malate_dehydrogenase_(oxaloacetate_decarboxylating)_	None	None	-0.00983	-0.00711	-0.01386	-0.00989	0.00884	-0.02024	-0.00411	-0.01479	-0.00767	-0.00465	0.01085	-0.00979	-0.02267	-0.03088	0.01594	-0.01035	0.00952	-0.00422
YKL033W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01264	-0.01026	-0.0123	-0.00185	-0.00975	-0.00383	-0.00771	-0.00134	-0.00674	0.00282	-0.00247	0.00444	-0.0035	-0.00309	-0.0152	-0.01131	0.00661	-0.00111
YKL035W	UGP1	biological_process_unknown_	UTP--glucose-1-phosphate_uridylyltransferase_	S/G2	None	-0.00197	-0.01081	0.01458	0.00178	-0.00073	0.02862	-0.00321	-0.01572	0.022	-0.00651	0.00373	0.00208	-0.02217	0.02269	0.0032	-0.00873	-0.01216	-0.02454
YKL046C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00699	-0.0083	0.00637	0.00066	0.0025	0.00945	-0.00202	-0.00229	0.01384	-0.03009	-0.01865	-0.00132	0.00254	-0.0216	0.00227	-0.00361	0.00095	-0.00836
YKL047W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01151	-0.01144	-0.01689	-0.00334	-0.00323	0.00142	0.00302	0.00606	0.00654	-0.00408	-0.0063	-0.00011	0.00039	-0.0073	-0.00618	0.00063	-0.00164	0.00573
YKL049C	CSE4	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01098	-0.01323	-0.01101	-0.00089	-0.02241	0.0067	-0.0087	0.0115	0.01304	-0.00189	-0.00074	-0.01209	0.00793	-0.0202	-0.01362	0.00181	-0.00448	0.00667
YKL053W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01123	-0.01221	-0.02358	-0.00445	-0.01704	0.01088	0.00006	0.00441	0.00458	0.00434	-0.00247	-0.01975	-0.00388	-0.01599	-0.00249	0.00086	-0.00421	0.01059
YKL056C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0152	-0.01229	-0.03301	-0.01922	0.00015	0.01463	0.01045	0.01443	0.00907	-0.0055	-0.011	0.0022	-0.00397	0.00873	-0.01167	0.01088	-0.00725	0.01144
YKL058W	TOA2	transcription_initiation_from_Pol_II_promoter_	general_RNA_polymerase_II_transcription_factor_	None	None	-0.01009	-0.00739	-0.02155	-0.01516	0.00242	0.00521	0.0043	-0.00211	0.00506	-0.00455	-0.00614	0.00488	-0.00044	-0.01243	-0.01119	0.00644	0.00077	0.00192
YKL060C	FBA1	glycolysis*_	fructose-bisphosphate_aldolase_	None	None	-0.01198	-0.0124	0.01055	0.0054	-0.01517	0.00042	0.00874	0.0057	0.00417	-0.01369	-0.00692	-0.00066	-0.00044	0.00472	0.00613	0.00583	-0.00306	-0.00156
YKL064W	MNR2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00797	-0.0102	0.01279	0.02147	0.0019	0.01486	0.00608	-0.00005	0.01258	-0.02481	-0.00993	-0.01249	-0.00342	0.01051	-0.00587	0.00104	-0.00277	-0.00019
YKL065C	YET1	biological_process_unknown_	molecular_function_unknown_	S	None	-0.01212	-0.0165	-0.00006	0.02155	-0.0081	0.01894	-0.00561	0.00998	0.03569	0.00051	-0.01134	-0.00801	-0.01242	0.00108	0.00542	0.00422	-0.01596	0.00513
YKL066W	None	biological_process_unknown_	molecular_function_unknown_	G1	None	-0.00672	-0.00234	0.00628	-0.03407	-0.00451	0.02138	-0.0156	-0.00365	0.01256	-0.0252	-0.0082	0.01865	-0.0106	-0.03405	0.0155	0.0239	-0.00686	0.00655
YKL067W	YNK1	biological_process_unknown_	nucleoside-diphosphate_kinase_	G1	None	-0.0104	-0.013	0.02695	-0.01834	-0.02807	0.02279	-0.0141	0.01699	0.03779	-0.01745	0.00643	0.01255	-0.00241	-0.03192	0.00768	0.00617	-0.01064	0.0254
YKL068W	NUP100	mRNA-nucleus_export*_	structural_protein_	None	None	-0.00771	-0.00783	0.01151	0.00556	-0.00583	-0.00654	0.00121	-0.01139	-0.00265	-0.01463	0.00059	-0.00336	-0.00959	0.00526	0.00508	0.00932	-0.00176	-0.01404
YKL072W	STB6	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01156	-0.00805	-0.0117	-0.01196	-0.00383	-0.00175	-0.00084	-0.01524	-0.01143	-0.0017	-0.00075	0.00025	-0.00742	-0.00958	-0.00554	0.00374	-0.00273	-0.00271
YKL073W	LHS1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01451	-0.01167	-0.00222	-0.01415	0.00652	-0.00011	-0.002	-0.02442	0.00012	0.02491	0.01241	-0.01509	-0.00867	-0.01636	-0.01379	0.0051	0.01433	0.00887
YKL074C	MUD2	"lariat_formation,_5'-splice_site_cleavage*_"	pre-mRNA_splicing_factor*_	None	None	-0.01718	-0.00778	-0.00245	-0.00981	0.00297	0.00149	-0.0109	-0.01043	-0.00583	-0.00824	-0.00237	-0.00111	0.00425	0.0036	0.00209	0.0129	-0.00167	0.00122
YKL075C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0101	-0.00948	0.01255	-0.00252	0.00659	-0.00631	-0.00788	-0.0265	-0.0049	0.00339	0.00254	-0.00578	-0.01129	-0.00552	0.00713	0.01554	0.00227	-0.00047
YKL076C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00992	-0.01006	-0.03044	-0.01026	0.00118	0.01107	0.00137	-0.00975	-0.00466	-0.00626	-0.04138	-0.00556	-0.00352	0.00793	-0.01332	0.01255	-0.00689	0.00105
YKL077W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01096	-0.00841	0.00538	-0.00186	0.00587	0.00248	-0.00215	-0.02105	0.01445	0.0035	-0.0029	-0.00395	-0.01014	0.00614	0.0104	-0.01266	0.00496	0.00349
YKL080W	VMA5	vacuolar_acidification_	hydrogen-transporting_two-sector_ATPase_	None	None	-0.01197	-0.00758	-0.01057	-0.00911	0.00934	0.00175	0.00107	-0.00399	0.00371	-0.01088	-0.0129	0.00881	-0.00213	0.00448	-0.00554	0.01244	-0.00845	-0.00412
YKL081W	TEF4	protein_synthesis_elongation_	translation_elongation_factor_	None	None	-0.014	-0.01102	-0.01418	-0.01646	0.00561	0.00793	0.0074	-0.00907	-0.00284	0.00452	-0.00824	-0.01704	-0.00188	0.00349	-0.01299	-0.00991	0.00059	0.00206
YKL082C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01	-0.00579	-0.01536	-0.00217	0.00313	-0.01788	0.00181	-0.00681	-0.00381	-0.01082	-0.01245	0.00454	-0.00327	-0.0163	-0.0025	0.0061	0.00473	-0.01036
YKL084W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0081	-0.00909	-0.00897	0.00235	-0.01154	-0.00088	0.0005	0.00518	0.01613	-0.02312	-0.01463	0.00859	-0.00656	-0.02446	0.01309	-0.01277	-0.00107	0.00177
YKL085W	MDH1	tricarboxylic_acid_cycle*_	malic_enzyme_	None	None	-0.00815	-0.01086	0.001	0.00239	-0.00443	0.00418	-0.0036	0.00292	0.01153	0.00444	-0.00723	-0.00459	-0.0024	-0.00891	0.01639	-0.00501	-0.00633	0.0033
YKL086W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00708	-0.00787	-0.00162	0.00275	0.00402	-0.00518	0.00118	-0.01465	0.00306	-0.01463	-0.00643	0.01044	0.00533	0.0021	-0.00047	-0.01265	-0.0006	-0.01281
YKL088W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00842	-0.00886	0.00706	0.00002	0.00832	-0.0163	0.01491	-0.00092	0.00272	-0.01345	-0.00898	-0.00114	-0.0172	-0.00433	-0.01148	0.00445	0.00284	-0.01201
YKL092C	BUD2	polar_budding*_	signal_transducer*_	None	None	-0.00657	-0.00453	0.00739	-0.00503	0.01159	-0.00298	0.00362	-0.00502	0.00419	-0.018	0.0017	-0.00201	0.00335	-0.00344	0.00019	-0.00911	-0.00313	-0.01304
YKL094W	YJU3	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00536	-0.00583	-0.00159	0.00317	0.00539	0.00189	0.00411	0.00444	0.00641	-0.01599	-0.00132	-0.00299	0.00099	-0.01312	0.0097	-0.01605	-0.00302	-0.01236
YKL096W	CWP1	biological_process_unknown_	molecular_function_unknown_	S/G2	S/G2	-0.00401	-0.01819	-0.06939	-0.02597	-0.04663	0.02802	0.00081	-0.05432	0.08203	0.03689	0.00708	-0.09155	-0.02222	0.01291	0.11167	0.04938	-0.06406	-0.02685
YKL096W-A	CWP2	biological_process_unknown_	molecular_function_unknown_	S/G2	S/G2	-0.0113	-0.0071	-0.04618	-0.03624	0.00086	0.01952	0.01446	-0.00747	0.02118	-0.02062	0.00097	-0.00613	-0.00821	0.04304	-0.01139	0.00151	-0.01341	-0.00682
YKL099C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01116	-0.00759	-0.01572	-0.00719	-0.00673	-0.0088	-0.00001	-0.00507	-0.00501	-0.01519	-0.00974	0.0169	0.00834	-0.01238	-0.00151	-0.00812	-0.00298	-0.00069
YKL100C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00744	-0.00755	-0.0116	-0.0043	0.00626	0.01923	-0.00455	0.00035	0.00421	0.00373	0.00593	-0.00759	-0.00022	-0.00259	-0.00472	0.00237	-0.00105	-0.00044
YKL101W	HSL1	protein_phosphorylation*_	protein_kinase_	G1	G1	-0.0096	-0.00801	0.00359	-0.02088	0.01038	0.01049	-0.01416	-0.01577	-0.01417	-0.03505	-0.01063	-0.00715	0.01898	-0.03197	-0.01807	-0.00987	0.00931	0.01395
YKL103C	LAP4	vacuolar_protein_degradation_	vacuolar_aminopeptidase_I_	G1	None	-0.00908	-0.00094	-0.00463	-0.02242	0.00701	0.01336	0.0001	0.00486	0.00543	-0.00532	0.00176	-0.00745	0.01921	0.00023	-0.01332	-0.00796	-0.0197	-0.00912
YKL104C	GFA1	biological_process_unknown_	glucosamine--fructose-6-phosphate_aminotransferase_(isomerizing)_	M/G1	None	-0.02111	-0.00425	-0.01758	0.02321	0.0159	0.01798	-0.0139	0.00275	-0.01377	0.0253	-0.0179	-0.021	0.01295	0.00522	-0.0372	-0.01387	0.00167	-0.00447
YKL106W	AAT1	aspartate_catabolism_	aspartate_aminotransferase_	None	None	-0.01304	-0.01308	0.0096	0.01005	0.00138	-0.00816	-0.00647	0.00761	0.00211	-0.01535	0.01878	0.01124	-0.00112	-0.00483	-0.00403	0.00115	0.01026	0.01054
YKL107W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01077	-0.00943	0.01306	0.00906	-0.02196	0.00502	0.0066	0.0135	0.00408	-0.01711	-0.02209	-0.01334	-0.00204	-0.01216	-0.0195	-0.00802	-0.00295	0.00131
YKL110C	KTI12	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01087	-0.00888	0.00476	0.01173	0.00084	-0.01393	-0.00072	-0.00793	0.00769	-0.01566	0.00898	0.01972	-0.00119	-0.00641	-0.00645	-0.00881	-0.00562	-0.00484
YKL111C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00618	-0.01115	0.01037	-0.00511	-0.01971	0.00302	0.00337	0.00349	-0.00237	-0.00127	-0.00284	0.00461	0.00468	-0.00519	-0.00018	-0.01106	-0.00658	-0.00818
YKL112W	ABF1	transcription_	molecular_function_unknown_	None	None	-0.01077	-0.01783	0.01391	0.00667	-0.0335	-0.00213	-0.01601	0.00041	0.00846	-0.00382	0.00631	-0.00597	0.01015	0.00228	-0.00534	0.00533	-0.00736	0.00417
YKL114C	APN1	biological_process_unknown_	DNA-(apurinic_or_apyrimidinic_site)_lyase_	None	None	-0.01622	-0.01774	0.01111	0.00996	-0.00814	-0.0078	-0.00877	0.01784	0.00552	-0.00214	-0.00204	-0.00855	0.00624	-0.00302	0.00484	0.00152	0.00172	0.02325
